hash,block,blocktime,from,label,to,label,value,fee
0x8d3fb0ef8cffc29d9d1dbf940bef4cdb6b210a42c23c46dc6ed5fd7c06795c08,10971672,2020-10-02 02:03:05,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0055
0xe10d3ff734dc3944d2b23f8fbdda4ee73d610c3debaf3784805f026ae1561140,10971677,2020-10-02 02:04:17,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0045
0x878126c10e2256300170368ced9c1f393607764305bb7f0b450d58fcbbbfdb9d,10974328,2020-10-02 11:52:58,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0018
0x71fea62ad74c39c4889abb14e930ddd9c431be8ab38aa58c2dcb4ce456cbfac3,10974328,2020-10-02 11:52:58,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.002
0xcf16d429e53eeb55e02e380d8606b145ee902a93632eaf33beacee1d3bfe2b6e,10974331,2020-10-02 11:53:49,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0019
0x485a75705c6a8e5a1675e8abd5e950d36e105e7367ad4c0558173b77be5b8ee3,10974332,2020-10-02 11:53:55,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0018
0xe423bdcf2c71d6ece8bac846580d32cf9f0a02792bfae08cc753b8c1bd1901e1,10974341,2020-10-02 11:56:43,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0019
0xe89dde0d5d13ef322d632479c3960b3a2a6e77f164c51c37da2d71c57940fa96,10974341,2020-10-02 11:56:43,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0021
0xca87a6ff7bf784224f8e7d175c5b94c57ecb978ed4ae97edb001697bc1aae575,10974341,2020-10-02 11:56:43,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0021
0xaa25bd5076c77f2858ee34df969b20f2ba50462f83781afa8edce3472815713b,10974341,2020-10-02 11:56:43,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0021
0x6d7c6d93ac2099c937e482b7cdeaecee94b5811b31cabc1064185b8183235959,10974510,2020-10-02 12:36:51,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0024
0x2329477593369b34dfd1e79127814307fc6c8f2a34e30bc466b2c2e5ed9a548e,10974693,2020-10-02 13:15:13,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0027
0xf4ca67eeaf28328026f45a65a62961e00714c4d2c85b81eb7ee8fc57fba9f595,10974834,2020-10-02 13:45:46,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0046
0x51d227bc24a378f1816d52ebda50190d5aa2f9c4e6287e2aa15e44058dc2ef06,10977148,2020-10-02 22:30:09,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0037
0x590c3a88f9660cc0c8c662a862ff525b474c872d04408f7f5c0b3b41b710dd2c,10981077,2020-10-03 13:30:53,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0021
0x6d5caf8e11998f68a300e4bb02a16de460a3baf3205c68fb2a30640b95fe3755,10981083,2020-10-03 13:31:33,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0015
0xc22330f7143780187c944ff5b1cebe6eb53084f0af2ec58784d0f57b6fb2b761,10981087,2020-10-03 13:32:01,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0021
0xed4403e1799497003f74a55c7d6d431996ff96e34192b9bdb37d137c0d8c9e5a,10981096,2020-10-03 13:35:02,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0017
0x5a8f4eda454b8177bb04b0325e53700b631692ad422a2870ed01bf1ce69deb78,10981096,2020-10-03 13:35:02,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0021
0x19a1269791cb346805afafbef9b2dd5ca2411be3b94e9d5740ec2b2efaae29cd,10981096,2020-10-03 13:35:02,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0017
0xf872c709c24fe61d112cef65008d0284d163d033c4028604cd0d3308a019cb0d,10981114,2020-10-03 13:38:28,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0016
0x7f9125a0b10fec398ae6555d3be4889e75d240e73bfa6b6a89deea4466d343eb,10981769,2020-10-03 16:02:33,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0019
0x51091b34134f8114cd6eb3e78b267c204a95d48225fb33ac010fb478a3d7ac08,10981771,2020-10-03 16:03:21,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.002
0x24b0d73ee264888d0f5b01da39f2b23c7ab12b7fd336fb375f20af8dfb24c7d5,10981779,2020-10-03 16:04:34,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0025
0xf446a545b86bd0c9558eda3827ce2d67dcda5ab5b7197ee3fe004efc69785b8a,10983425,2020-10-03 22:19:07,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0043
0xdf7387837311d756b5cdd53bf25609d51053495b3f52cc616ae81c14cd2301af,10983428,2020-10-03 22:19:54,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0042
