hash,block,blocktime,from,label,to,label,value,fee
0x3e2d37f768a6c3b99e674ad5f4f381d90182389c4259cdd18bd2444a34e3a051,11130367,2020-10-26 14:21:34,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0029
0x35c556b23647b99012b51918b78258dd31e83c81f3ee557355d69fe3fbbb2253,11130367,2020-10-26 14:21:34,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0039
0x3d61384ca9eae2fa8c2a282a8492c2333a3ce56cd3b7e8895b75cb6b3830aab9,11130372,2020-10-26 14:22:11,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.003
0xed9b297b019a95d604b5f288f46b7c226f0f311a18a1a5388fabfaa47ad7d70f,11130372,2020-10-26 14:22:11,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0033
0xab8db144d4fa3b45cd98638472b8a68a9c4149255463bb5559aa504ba695dd3a,11130372,2020-10-26 14:22:11,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0027
0xa7aa45246a5329b74f65baa9c27ad3d97b35252c666e07a057f4e03ac8f840a8,11130372,2020-10-26 14:22:11,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0025
0x8d4e0c3e07a0d13749eed4cd3f913c0c44acacb632c10cba0f170a7883d32f1c,11130372,2020-10-26 14:22:11,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.003
0x081ee2346c5b70920af9a7a987ac8865b465a8ab683d76b26987e49f4039307b,11130372,2020-10-26 14:22:11,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0026
0xcdb3a49913e1d7c0819ae6bae2ca3f4b5cd0983731e3a94571bca7ac96a557bb,11130818,2020-10-26 15:57:04,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0008
0x847e55f08723817d12d92831a37f9cfae459c458af36e45273e87e335005950f,11130820,2020-10-26 15:57:45,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0009
0x27306d54935232dadf62cc23f91138669070cbdfb9d998a6c1106c7889ee479a,11130821,2020-10-26 15:57:47,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0009
0x091c8620f9d4efc7dfb57bd1fb32324b978ad43e6a5b0c2e8a4d72df53b6c6f8,11130845,2020-10-26 16:04:04,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0009
0xe96ef49b35ea45fb35d7f7dd8014dee5b18d840bd9a9ee5f59466afc63eb2107,11130845,2020-10-26 16:04:04,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.001
0x5c0031022c2f8c093e7136d9127ea0cbe654a6e5c94284751129d95d225d929f,11131065,2020-10-26 16:50:25,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0012
0x6fd0468902a9221ebc8fdd6c2cebc63e7ab099c1eea83cb4698da24c65b346a9,11131434,2020-10-26 18:14:07,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0016
0x0db5d992c8cd70a4706ee8ae6b74d083e43813da83275b5c3cee75df60e654e9,11133577,2020-10-27 02:11:37,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.002
0xc5c886740fa54d1c91210df0c64bd43063b2479acd40f52f75d56d48d05e8d89,11138165,2020-10-27 18:52:37,0x3e673742707229bca4d6b95363adf045c47a9e94,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0009
